FE_MW,humidity,precipation,max_temp,min_temp,wind_speed
182076.0,67.23,0.0,42.21,15.19,7.24
194419.0,72.67,0.0,38.4,12.82,5.07
196799.0,63.26,0.0,40.72,14.47,7.48
188531.0,78.66,0.0,44.81,17.53,4.88
169400.0,77.93,0.0,43.3,17.04,4.89
167982.0,83.31,0.0,38.67,19.14,4.26
189861.0,73.37,0.0,41.2,14.6,4.45
201880.0,72.84,0.0,39.99,14.92,5.1
201751.0,74.84,0.01,38.64,18.9,7.19
200511.0,76.37,0.01,38.04,22.34,7.61
193985.0,72.58,0.0,36.08,18.27,8.11
178450.0,78.35,0.0,36.17,17.65,6.07
159138.0,69.55,0.17,33.63,17.89,7.13
185280.0,65.19,0.0,34.66,11.39,5.37
193085.0,72.64,0.01,29.66,11.98,8.35
192787.0,64.45,0.0,28.0,16.35,6.1
196514.0,81.95,0.03,30.44,12.97,12.7
199284.0,92.48,0.11,21.98,11.95,5.49
182524.0,80.78,0.52,21.51,9.56,6.44
173832.0,86.23,0.1,18.89,7.43,8.17
171202.0,90.71,0.0,23.06,6.43,7.35
159181.0,75.11,0.0,25.13,4.75,4.75
187294.0,63.65,0.07,22.04,8.07,6.92
191913.0,71.34,0.0,29.53,11.91,10.2
190192.0,73.76,0.33,25.89,16.43,8.89
179252.0,73.84,0.04,25.47,11.82,7.24
177433.0,85.79,0.0,25.75,4.69,7.86
180540.0,90.88,0.0,23.72,1.67,6.28
169861.0,89.0,0.0,19.87,-3.71,5.93
205432.0,84.0,0.0,26.73,4.23,8.25
213705.0,88.0,0.0,22.08,3.63,6.11
205338.0,88.0,0.0,19.67,5.59,6.29
185442.0,88.0,0.0,20.7,-2.4,5.41
176332.0,82.0,0.0,21.51,-0.04,6.38
199370.0,79.0,0.0,23.43,-0.35,6.26
201535.0,77.0,0.0,24.1,-0.92,6.6
194680.0,85.0,0.0,24.93,-0.8,7.25
197573.0,80.0,0.0,25.77,0.95,6.42
188371.0,74.0,0.0,28.31,1.18,6.13
161409.0,75.0,0.0,22.21,3.56,9.48
155473.0,71.0,0.0,34.7,15.96,8.66
195690.0,91.0,0.0,32.77,10.96,5.66
203696.0,76.0,0.0,33.46,10.13,4.68
201288.0,69.0,0.0,32.95,12.29,6.38
200285.0,65.0,0.0,31.87,15.39,6.4
202403.0,69.0,0.0,31.77,11.86,7.4
172507.0,77.0,0.0,33.73,9.32,6.93
172366.0,78.0,0.0,32.54,9.34,5.88
207679.0,76.0,0.0,33.89,10.63,6.46
225840.0,75.0,0.0,34.47,10.56,5.99
225784.0,69.0,0.0,34.57,13.66,5.03
219003.0,74.0,0.0,38.26,11.03,5.19
219317.0,75.0,0.0,39.51,13.01,5.86
194635.0,69.0,0.0,40.17,15.04,5.35
186603.0,71.0,0.0,39.78,13.21,7.09
199678.0,52.0,0.0,40.17,22.17,7.02
188463.0,63.0,0.0,42.55,19.87,6.82
182211.0,67.0,0.0,44.67,18.12,8.34
208803.0,61.0,0.0,40.71,21.69,8.3
218572.0,64.0,0.0,41.22,18.09,6.06
200605.0,66.0,0.0,41.92,19.47,6.38
187629.0,59.0,0.0,45.99,23.56,6.82
212262.0,59.0,0.0,40.96,26.51,5.79
208959.0,68.0,0.0,44.92,22.8,5.01
205631.0,57.0,0.0,44.56,25.88,7.18
202992.0,84.0,1.29,45.43,28.08,8.25
204116.0,73.0,0.0,43.95,18.5,6.42
186539.0,67.0,0.0,45.3,21.99,7.85
175978.0,61.0,0.0,39.38,28.02,9.71
192138.0,74.0,0.4,35.85,26.1,5.17
202176.0,68.0,0.0,39.63,16.88,9.35
203052.0,63.0,0.0,41.25,19.72,4.83
202038.0,50.0,0.0,40.95,16.65,5.48
197382.0,58.0,0.0,42.17,15.44,7.47
184615.0,41.0,0.0,44.47,21.13,7.09
184465.0,50.0,0.0,37.81,22.06,10.92
204712.0,46.0,0.0,35.15,14.68,5.61
207477.0,49.0,0.0,39.13,14.45,3.02
218120.0,49.0,0.0,42.67,21.16,7.38
215938.0,48.0,0.0,44.01,17.62,5.08
208074.0,45.0,0.0,45.05,24.85,7.45
179298.0,47.0,0.0,45.63,28.69,4.65
176030.0,45.0,0.0,48.97,25.38,7.34
196180.0,41.0,0.0,52.36,27.55,5.41
204232.0,42.0,0.0,52.14,29.84,5.44
199856.0,46.0,0.0,50.11,31.12,6.93
203040.0,63.0,0.0,49.01,35.44,7.94
201878.0,59.0,0.0,50.0,28.9,6.26
186409.0,55.0,0.0,54.63,28.47,6.26
182262.0,49.0,0.0,57.11,29.55,10.04
201916.0,32.0,0.0,60.1,30.81,11.07
202955.0,34.0,0.0,63.97,30.51,10.04
197929.0,47.0,0.0,63.79,31.77,5.82
196471.0,43.0,0.0,67.5,33.58,7.38
194910.0,33.0,0.0,66.79,43.27,11.74
171168.0,41.0,0.0,56.19,45.68,18.28
146501.0,54.0,0.0,56.14,42.73,4.74
178937.0,49.0,0.0,59.22,36.46,6.08
195743.0,48.0,0.0,59.67,34.88,7.67
200667.0,45.0,0.0,60.64,34.61,6.22
200034.0,35.0,0.0,63.63,43.36,7.4
193649.0,42.0,0.0,66.74,37.78,6.62
178143.0,43.0,0.0,66.09,35.62,5.97
171752.0,44.0,0.0,65.86,37.78,6.35
201896.0,48.0,0.0,67.37,36.21,7.05
204109.0,24.0,0.0,73.2,47.05,12.93
204611.0,39.0,0.0,72.73,41.49,5.79
210034.0,29.0,0.0,73.67,43.97,9.35
200674.0,30.0,0.0,72.97,50.05,10.38
177145.0,34.0,0.0,74.25,43.32,8.41
174311.0,31.0,0.0,76.33,44.76,8.66
197929.0,28.0,0.0,72.64,50.77,10.67
195743.0,24.0,0.0,77.7,56.3,9.73
193911.0,30.0,0.0,78.15,44.44,9.91
189553.0,34.0,0.0,78.53,46.38,7.61
167659.0,32.0,0.0,80.65,46.71,10.47
155462.0,28.0,0.0,81.01,49.89,7.96
147191.0,24.0,0.0,79.16,55.27,12.12
179755.0,31.0,0.0,75.74,50.79,10.11
193960.0,31.0,0.0,74.34,53.33,11.21
190411.0,24.0,0.0,72.79,47.07,9.42
189449.0,25.0,0.0,64.4,47.26,16.06
181987.0,31.0,0.0,63.72,42.78,6.38
165779.0,32.0,0.0,71.78,42.55,11.41
149295.0,28.0,0.0,75.24,44.94,7.29
174330.0,37.0,0.0,70.86,45.73,12.93
173266.0,26.0,0.0,70.9,52.72,11.1
177098.0,31.0,0.0,75.85,44.44,9.93
181645.0,29.0,0.0,77.13,48.69,7.31
181076.0,27.0,0.0,78.75,48.99,10.85
166143.0,24.0,0.0,79.02,49.37,10.58
155997.0,19.0,0.0,83.14,49.75,10.47
171834.0,25.0,0.0,83.61,55.45,7.78
173385.0,28.0,0.0,81.1,51.66,8.14
172337.0,21.0,0.0,74.75,62.02,17.47
175546.0,41.0,0.0,75.4,56.05,12.53
171950.0,34.0,0.0,70.36,57.72,11.3
161258.0,24.0,0.0,70.09,47.25,7.61
154137.0,31.0,0.0,75.94,52.32,5.41
174949.0,30.0,0.0,80.29,52.52,9.57
174628.0,31.0,0.0,85.55,53.37,9.95
176231.0,24.0,0.0,84.07,55.74,6.98
181844.0,28.0,0.0,82.8,53.92,6.04
176373.0,25.0,0.0,86.5,51.91,6.04
152202.0,27.0,0.0,85.5,59.76,17.49
147366.0,49.0,0.0,75.58,62.01,15.08
172051.0,41.0,0.0,74.59,57.54,13.4
173956.0,47.0,0.57,72.81,58.19,16.37
177931.0,51.0,0.35,71.38,60.58,16.37
176512.0,74.0,1.83,64.83,55.42,15.28
171903.0,63.0,0.0,73.24,56.28,12.35
146799.0,48.0,1.87,74.12,55.09,10.87
141404.0,37.0,0.0,77.83,49.37,5.75
168576.0,32.0,0.0,80.62,53.37,9.4
174438.0,34.0,0.0,77.23,54.7,8.95
174713.0,36.0,0.0,76.21,55.65,10.07
176400.0,36.0,0.0,80.8,56.48,8.95
173551.0,38.0,0.0,84.27,57.15,7.11
149182.0,28.0,0.15,83.66,62.08,9.66
145168.0,29.0,0.0,82.06,59.38,10.56
173107.0,46.0,0.16,71.06,58.95,14.14
174621.0,52.0,1.03,76.59,56.25,8.88
180149.0,54.0,0.0,78.01,52.05,7.36
180715.0,37.0,0.14,81.36,56.26,9.46
174075.0,36.0,0.12,83.37,58.26,7.65
157583.0,27.0,0.0,85.75,62.15,7.23
161205.0,27.0,0.0,87.22,58.28,6.15
208576.0,20.0,0.0,91.2,62.92,13.24
220544.0,30.0,0.11,92.07,61.79,18.01
212686.0,24.0,0.0,86.23,65.59,11.52
186264.0,31.0,0.0,81.27,67.32,11.56
168050.0,36.0,0.0,84.58,62.28,8.5
146762.0,31.0,0.0,87.15,64.45,17.07
136936.0,41.0,0.14,75.78,65.41,13.8
138825.0,88.0,21.54,64.9,56.05,13.65
178329.0,57.0,0.0,69.08,51.91,9.57
205795.0,56.0,0.0,75.67,53.11,17.9
220618.0,59.0,0.0,79.34,55.4,11.86
215721.0,54.0,0.0,84.92,57.29,8.05
186860.0,49.0,0.0,89.13,61.57,9.82
167193.0,36.0,0.29,93.31,66.74,10.38
172295.0,32.0,0.0,93.7,67.5,9.78
169315.0,25.0,0.0,91.78,70.57,10.04
172866.0,27.0,0.0,93.18,70.27,8.9
174801.0,30.0,0.39,89.71,69.21,13.76
168587.0,39.0,0.65,82.49,62.65,8.72
152605.0,59.0,0.0,82.54,61.41,11.52
154058.0,35.0,0.0,87.6,60.64,8.43
187378.0,35.0,0.0,95.2,60.49,12.26
192840.0,35.0,0.0,93.54,65.8,14.14
202480.0,36.0,0.0,90.64,74.52,9.84
187217.0,39.0,0.0,81.7,70.09,11.74
177818.0,53.0,1.54,77.61,63.5,14.0
162148.0,48.0,0.0,74.62,62.2,12.01
163472.0,57.0,0.12,75.63,60.06,6.42
203698.0,63.0,1.1,76.05,60.3,8.88
194509.0,67.0,1.37,73.58,59.13,10.29
182671.0,66.0,0.28,79.52,58.87,7.45
189626.0,57.0,0.66,84.09,61.3,9.8
203592.0,49.0,0.0,88.5,63.36,8.5
205184.0,43.0,0.32,91.85,65.64,9.51
210604.0,41.0,0.48,93.07,66.06,7.72
239563.0,34.0,0.0,94.1,69.19,9.84
235016.0,27.0,0.0,95.92,67.19,7.72
219840.0,31.0,0.0,98.82,68.9,11.74
213526.0,34.0,0.0,95.04,71.8,6.78
202184.0,38.0,0.0,89.19,73.72,9.98
172941.0,50.0,0.25,81.39,68.61,7.47
166437.0,46.0,0.0,87.3,63.52,6.35
184041.0,57.0,0.0,82.08,70.77,11.39
193015.0,63.0,0.0,85.01,64.85,7.25
208851.0,49.0,0.0,92.73,65.01,10.49
180098.0,42.0,0.0,97.57,69.1,10.49
186648.0,35.0,0.0,95.76,70.52,16.55
187703.0,37.0,0.0,93.61,70.29,13.13
180582.0,36.0,0.0,83.75,73.81,15.19
214868.0,57.0,0.5,80.65,63.34,8.05
224561.0,51.0,0.97,80.47,61.3,8.03
221704.0,57.0,1.68,74.37,61.48,11.9
201067.0,68.0,0.47,79.05,58.98,11.43
195718.0,59.0,0.0,85.71,62.08,10.31
191148.0,48.0,0.0,92.53,63.68,8.1
207739.0,39.0,0.0,91.4,65.71,11.01
250991.0,60.0,0.13,89.17,70.65,16.46
257126.0,42.0,0.0,92.41,65.59,6.4
262721.0,34.0,0.0,88.74,68.61,6.93
268560.0,41.0,0.0,91.89,63.45,9.22
266845.0,40.0,0.0,89.49,70.75,9.08
207791.0,43.0,0.0,88.88,67.78,8.63
197159.0,45.0,0.0,90.9,67.39,6.8
204829.0,60.0,0.47,80.44,67.03,10.31
214185.0,56.0,0.0,86.52,64.08,6.98
189332.0,37.0,0.14,87.76,65.82,7.16
183334.0,36.0,0.0,88.61,64.31,8.5
189785.0,45.0,0.0,89.62,67.62,9.55
166450.0,41.0,0.0,93.74,65.07,5.61
152410.0,42.0,0.0,96.53,68.99,8.79
176604.0,38.0,0.0,98.38,71.4,7.81
185177.0,28.0,0.0,103.77,74.25,10.45
193565.0,28.0,0.0,100.94,73.29,13.4
198745.0,31.0,0.0,101.8,74.64,16.55
183256.0,34.0,0.0,101.93,79.25,18.25
173549.0,37.0,0.0,99.81,77.67,14.74
156424.0,35.0,0.0,98.15,80.76,15.64
177930.0,37.0,0.0,95.0,74.93,11.79
189583.0,35.0,0.0,99.01,71.96,9.46
200232.0,35.0,0.0,98.76,73.53,10.29
213574.0,34.0,0.0,96.87,73.65,15.73
202344.0,41.0,0.0,96.17,73.27,8.32
175288.0,37.0,0.0,92.88,73.65,14.32
171721.0,38.0,0.0,93.99,71.19,12.41
201049.0,40.0,0.0,92.5,73.72,13.06
192069.0,47.0,0.11,85.39,74.98,15.64
175744.0,62.0,0.74,80.56,66.25,9.24
177548.0,60.0,0.0,85.03,63.95,4.16
178040.0,48.0,0.0,84.54,65.07,8.3
163295.0,48.0,0.32,81.52,66.31,7.27
160642.0,62.0,0.0,85.86,59.47,5.86
199055.0,44.0,0.0,86.77,65.39,10.27
208615.0,58.0,0.49,78.91,66.79,18.63
219341.0,52.0,0.0,84.83,64.8,9.69
219117.0,43.0,0.0,90.68,66.54,7.81
212154.0,41.0,0.0,94.14,71.62,12.68
176722.0,41.0,0.0,95.77,71.67,17.07
177258.0,49.0,0.0,81.86,74.07,20.38
220591.0,43.0,0.0,88.7,62.24,6.93
227566.0,34.0,0.0,88.9,63.3,13.0
223624.0,41.0,0.0,91.35,63.34,11.45
230608.0,46.0,0.0,88.66,66.81,7.87
227049.0,46.0,0.25,86.4,68.11,7.49
203651.0,33.0,0.0,88.09,61.66,8.46
186190.0,41.0,0.0,83.53,66.65,10.69
178731.0,39.0,0.12,84.11,63.95,7.67
177125.0,45.0,0.0,82.42,62.33,11.5
186412.0,49.0,0.0,80.4,61.59,8.63
187769.0,49.0,0.1,78.75,62.92,9.62
178581.0,51.0,0.26,82.72,59.63,6.17
166987.0,46.0,0.0,84.51,59.41,5.28
166662.0,35.0,0.0,86.7,57.52,5.7
190836.0,46.0,0.0,86.76,61.36,9.06
243012.0,41.0,0.0,88.39,59.27,7.18
249265.0,40.0,0.0,90.34,62.42,7.45
210500.0,37.0,0.0,89.46,59.7,6.87
173399.0,38.0,0.0,87.3,66.22,9.31
151259.0,47.0,0.0,80.73,65.21,11.21
145623.0,56.0,0.0,77.85,60.21,10.98
174024.0,77.0,1.0,70.09,56.93,9.35
174263.0,70.0,0.2,75.79,51.85,7.38
175340.0,47.0,0.15,76.46,51.85,5.66
184077.0,54.0,0.0,80.22,54.59,5.91
196947.0,49.0,0.0,81.88,55.81,5.82
165201.0,50.0,0.0,81.39,56.48,8.72
145447.0,38.0,0.0,72.73,59.68,17.6
170329.0,42.0,0.0,70.9,53.01,7.2
174293.0,43.0,0.0,74.28,51.51,8.14
175489.0,49.0,0.0,77.77,52.97,8.55
174681.0,41.0,0.0,80.04,50.29,8.43
170945.0,46.0,0.0,81.79,53.69,5.26
154330.0,41.0,0.0,83.75,56.07,4.52
148207.0,50.0,0.0,82.31,53.92,6.26
175079.0,54.0,0.0,78.37,53.76,6.91
179285.0,40.0,0.0,82.71,55.76,7.56
184336.0,54.0,0.0,84.47,54.03,12.46
188618.0,49.0,0.0,85.59,53.02,9.98
190679.0,50.0,0.0,85.37,52.88,9.71
170785.0,44.0,0.0,84.92,57.13,7.72
166746.0,44.0,0.0,86.31,52.92,6.13
171481.0,43.0,0.0,85.91,52.23,6.89
173200.0,41.0,0.0,86.85,53.71,5.91
170740.0,40.0,0.0,85.96,52.68,9.44
172560.0,42.0,0.0,84.4,51.06,6.17
171520.0,41.0,0.0,79.92,54.88,18.14
154730.0,44.0,0.0,70.48,55.2,14.79
149695.0,55.0,0.0,70.56,44.26,9.42
171472.0,49.0,0.0,67.51,46.71,7.76
174613.0,46.0,0.0,69.53,43.9,5.37
175194.0,44.0,0.0,70.81,42.85,5.75
173768.0,41.0,0.0,69.3,45.07,6.46
171927.0,53.0,0.0,70.66,48.58,8.72
158529.0,47.0,0.0,71.2,44.82,9.06
152697.0,47.0,0.0,69.8,43.59,8.63
175308.0,49.0,0.0,71.67,42.93,8.61
179601.0,42.0,0.0,71.22,45.84,7.67
185541.0,50.0,0.0,71.82,45.84,6.11
187434.0,49.0,0.0,70.83,44.96,6.4
183331.0,50.0,0.0,70.77,39.2,5.73
168648.0,59.0,0.0,68.9,38.84,5.64
158109.0,43.0,0.0,65.52,46.06,5.59
181678.0,66.0,0.25,59.13,46.26,10.63
180461.0,65.0,0.0,57.6,43.2,7.65
178648.0,69.0,0.0,60.19,35.17,5.79
176506.0,64.0,0.0,58.86,36.73,3.85
171323.0,59.0,0.0,60.49,39.74,3.71
158301.0,61.0,0.0,59.49,41.05,8.25
147027.0,63.0,0.0,58.73,35.87,3.89
183393.0,58.0,0.0,59.43,31.08,4.38
178230.0,63.0,0.0,59.31,31.77,5.03
176354.0,56.0,0.0,59.59,34.47,7.31
179546.0,60.0,0.0,58.05,31.89,4.65
184358.0,59.0,0.0,58.24,34.41,7.23
167537.0,61.0,3.64,44.53,36.05,18.86
160995.0,63.0,0.81,43.66,34.23,14.23
190783.0,72.0,0.0,44.33,31.44,5.01
199467.0,78.0,0.0,43.74,28.98,6.46
200132.0,73.0,0.0,45.7,28.24,7.52
194756.0,86.0,0.0,44.44,27.88,5.32
184466.0,79.0,0.0,44.76,25.41,5.06
163924.0,79.0,0.0,44.67,23.18,5.26
153523.0,70.0,0.0,46.15,23.68,5.03
184437.0,69.0,0.0,46.47,23.09,5.61
194013.0,68.0,0.0,46.09,23.86,3.69
196614.0,69.0,0.0,45.46,24.26,6.53
193646.0,78.0,5.15,38.52,30.18,9.98
188214.0,70.0,0.0,39.07,25.83,8.57
185855.0,76.0,0.0,35.29,19.83,7.05
192542.0,88.0,0.0,33.19,16.92,5.68
213308.0,75.0,0.0,38.8,18.61,5.28
203959.0,72.0,0.0,41.22,20.41,3.71
203825.0,79.0,0.0,42.55,22.06,3.51
174446.0,73.0,0.0,41.65,20.16,6.4
174970.0,77.0,0.0,42.84,22.98,3.51
175777.0,67.0,0.0,42.35,22.37,3.62
172602.0,63.0,0.0,45.43,23.22,3.89
195948.0,67.0,0.0,42.15,23.45,3.02
195650.0,70.0,0.0,44.73,23.36,5.32
191019.0,71.0,0.0,43.2,18.77,4.09
188013.0,82.0,0.0,41.09,19.09,6.17
203927.0,69.0,0.0,40.71,24.39,4.63
194054.0,73.0,0.0,39.18,20.79,5.19
193473.0,74.0,0.0,37.04,21.58,5.57
212054.0,80.0,0.0,36.34,20.86,5.41
217752.0,84.0,0.0,37.18,18.75,4.34
223358.0,82.0,0.0,35.15,17.69,5.82
227122.0,82.0,0.0,35.26,20.23,4.14
217626.0,69.0,0.0,38.98,21.16,5.61
199075.0,76.0,0.0,38.86,17.69,4.85
195358.0,77.0,0.0,37.42,16.38,5.06
221556.0,77.0,0.0,37.11,17.47,7.14
218873.0,71.0,0.0,39.45,20.32,4.63
216802.0,76.0,0.0,36.77,20.03,4.38
206599.0,74.0,0.0,36.99,22.24,4.41
196170.0,88.0,0.0,32.74,16.63,6.04
173917.0,87.0,0.0,30.13,16.29,6.67
167072.0,82.0,0.0,30.31,17.11,5.91
189697.0,85.0,0.0,31.91,16.47,4.92
188280.0,78.0,0.0,29.88,15.94,4.97
179961.0,80.0,0.0,30.27,16.56,4.34
189902.0,77.0,0.0,28.89,13.71,5.23
189449.0,84.0,0.0,22.71,10.2,5.46
171687.0,83.0,0.0,24.91,11.91,5.93
169973.0,75.0,0.0,27.28,12.85,5.44
198721.0,72.0,0.0,28.74,14.43,5.73
196103.0,74.0,0.0,29.19,9.16,4.83
183371.0,86.0,0.0,26.42,7.97,5.77
212292.0,79.0,0.0,28.47,9.52,6.51
223641.0,86.0,0.0,29.26,8.29,6.04
202937.0,74.0,0.0,30.07,12.11,6.26
185042.0,81.0,0.0,31.77,9.46,3.47
224847.0,78.0,0.0,30.42,9.36,8.32
246751.0,81.0,0.0,27.48,8.26,6.53
233522.0,79.0,0.0,26.02,10.65,5.64
220187.0,76.0,0.0,25.97,9.93,5.86
206174.0,76.0,0.0,29.34,10.18,4.88
180771.0,79.0,0.0,29.19,5.74,5.35
180719.0,81.0,0.0,28.96,5.81,6.15
198238.0,80.0,0.0,31.17,7.14,5.64
196061.0,82.0,0.0,31.46,7.5,4.25
210177.0,74.0,0.0,32.83,9.82,4.65
216371.0,72.0,0.0,33.84,11.08,4.72
207976.0,65.0,0.0,34.92,11.1,7.54
204165.0,76.0,0.0,34.23,11.68,6.22
192143.0,72.0,0.0,33.51,8.4,5.7
208246.0,76.0,0.0,36.88,12.36,5.3
227707.0,71.0,0.0,36.14,14.92,5.99
239233.0,67.0,0.0,34.65,13.51,5.41
234465.0,68.0,0.0,39.58,18.57,6.4
238883.0,77.0,0.0,36.86,15.93,5.26
212500.0,80.0,0.0,38.12,14.29,5.35
209011.0,65.0,0.0,40.59,19.83,5.5
227395.0,70.0,0.0,41.29,15.96,6.26
243001.0,65.0,0.0,41.97,17.06,8.25
243294.0,61.0,0.0,43.88,18.81,10.29
230169.0,69.0,0.0,43.18,21.9,5.82
211173.0,63.0,0.0,49.8,23.27,8.14
189601.0,71.0,0.0,47.66,24.3,10.42
185684.0,59.0,0.0,43.81,27.12,14.07
212185.0,54.0,0.0,36.48,21.81,8.75
224098.0,44.0,0.0,35.6,22.44,5.48
220099.0,51.0,0.0,32.63,23.07,6.73
225215.0,45.0,0.0,32.22,15.76,4.79
233705.0,46.0,0.0,29.55,19.18,6.42
213871.0,67.0,0.0,31.64,18.21,6.82
199769.0,57.0,0.0,34.11,15.46,7.47
224455.0,59.0,0.0,34.07,18.63,5.44
230752.0,58.0,0.0,35.38,19.15,4.56
228151.0,59.0,0.0,37.89,15.15,5.84
217512.0,63.0,0.0,39.07,12.7,4.29
214373.0,61.0,0.0,41.95,13.95,5.75
200799.0,56.0,0.0,42.48,17.94,7.54
204035.0,45.0,0.0,41.58,20.75,7.94
225187.0,59.0,0.0,39.78,20.44,8.16
211851.0,61.0,0.0,41.2,13.82,5.77
198628.0,58.0,0.0,42.84,22.98,6.85
206041.0,49.0,0.0,45.14,25.74,5.73
198298.0,46.0,0.0,52.63,29.71,8.93
182381.0,49.0,0.0,50.18,29.03,8.25
177816.0,43.0,0.0,52.65,26.24,6.85
217067.0,44.0,0.0,50.23,29.28,4.54
222542.0,42.0,0.0,46.24,28.49,12.68
228202.0,53.0,0.0,42.21,26.46,8.93
230366.0,56.0,0.0,45.64,22.69,6.93
228126.0,53.0,0.0,46.35,23.58,7.49
195896.0,45.0,0.0,48.16,22.28,7.11
196207.0,41.0,0.0,50.4,23.5,8.16
227316.0,35.0,0.0,49.66,30.04,15.59
226035.0,34.0,0.0,47.12,25.03,9.55
220264.0,30.0,0.0,48.7,28.98,7.56
215956.0,33.0,0.0,52.34,25.95,6.87
198863.0,34.0,0.0,53.96,26.53,7.27
183030.0,34.0,0.0,54.79,29.35,5.77
172747.0,37.0,0.0,52.97,32.29,6.62
191848.0,43.0,0.21,52.57,38.32,13.53
186999.0,48.0,0.0,49.77,35.37,16.08
200222.0,50.0,0.0,51.13,30.02,7.58
215987.0,49.0,0.0,53.98,27.97,6.15
195698.0,43.0,0.0,55.94,29.55,7.34
174522.0,41.0,0.0,60.3,34.27,5.73
186293.0,40.0,0.0,62.38,38.91,9.44
209510.0,51.0,0.0,61.47,35.29,8.81
199380.0,41.0,0.0,65.1,42.37,3.51
194946.0,45.0,0.0,64.62,46.92,11.65
199522.0,48.0,0.0,63.86,40.46,8.81
195047.0,39.0,0.0,65.03,37.08,7.45
174067.0,39.0,0.0,67.01,41.47,4.83
177671.0,45.0,0.0,69.94,40.19,6.53
205588.0,41.0,0.0,71.35,43.29,6.46
206541.0,43.0,0.0,66.87,45.25,5.14
208803.0,48.0,0.0,68.74,47.95,16.69
203959.0,38.0,0.0,62.06,48.25,17.87
185447.0,48.0,0.0,64.54,45.16,8.05
177569.0,52.0,0.0,67.01,43.45,6.2
169334.0,45.0,0.0,70.27,45.82,9.62
185514.0,45.0,0.0,71.44,44.13,6.33
178030.0,33.0,0.0,73.2,44.4,6.62
175690.0,33.0,0.0,74.46,48.25,6.93
190106.0,38.0,0.0,71.24,47.79,11.1
185080.0,31.0,0.0,75.79,46.17,10.78
171088.0,28.0,0.0,74.68,50.18,7.38
159553.0,28.0,0.0,76.59,55.35,12.73
186589.0,33.0,0.0,75.99,55.35,8.63
184235.0,41.0,0.46,68.68,58.51,8.43
180364.0,47.0,0.37,69.73,45.91,8.55
179543.0,36.0,0.0,73.8,46.92,8.95
173978.0,35.0,0.0,73.76,46.36,7.49
156297.0,36.0,0.0,76.14,45.14,17.36
146480.0,29.0,0.0,73.31,54.01,13.51
171900.0,41.0,0.0,73.74,52.14,22.12
190743.0,15.0,0.0,70.54,45.46,14.58
193267.0,24.0,0.0,69.93,45.34,14.05
180338.0,28.0,0.0,67.71,44.37,14.2
159251.0,24.0,0.0,66.45,51.1,13.47
148181.0,26.0,0.0,67.84,44.08,9.86
140958.0,23.0,0.0,70.84,50.85,6.35
168944.0,29.0,0.0,75.63,47.12,11.72
172416.0,26.0,0.0,81.68,46.26,18.72
180107.0,11.0,0.0,76.69,58.26,23.33
177778.0,14.0,0.0,64.58,49.8,15.86
175760.0,16.0,0.0,66.9,48.65,9.13
155658.0,21.0,0.0,70.39,49.1,8.88
149119.0,20.0,0.0,75.79,53.26,8.95
177079.0,23.0,0.0,81.36,48.74,10.54
176342.0,23.0,0.0,81.79,58.91,22.97
173936.0,13.0,0.0,75.42,50.76,14.56
174079.0,25.0,0.0,72.9,54.34,7.81
173304.0,25.0,0.0,79.16,56.61,7.65
154865.0,21.0,0.0,83.98,54.09,8.05
146345.0,22.0,0.0,86.11,52.68,7.38
173979.0,24.0,0.0,88.11,55.94,6.58
175033.0,25.0,0.0,88.63,57.0,7.07
175162.0,20.0,0.0,92.48,60.53,11.48
181549.0,16.0,0.0,93.94,63.59,21.77
182440.0,21.0,0.0,80.76,61.14,20.65
153823.0,16.0,0.0,79.02,58.03,8.75
146438.0,21.0,0.0,80.8,57.83,13.85
184479.0,29.0,0.18,73.18,60.39,14.9
201575.0,17.0,0.0,74.32,54.61,11.18
185651.0,20.0,0.0,77.18,52.03,9.1
179113.0,29.0,0.0,81.97,55.51,12.21
172211.0,17.0,0.0,87.4,59.0,12.55
157040.0,20.0,0.0,80.1,60.42,18.75
147114.0,19.0,0.0,83.62,57.16,13.87
172581.0,16.0,0.0,86.86,56.08,12.71
177044.0,23.0,0.0,88.63,60.44,13.78
187528.0,22.0,0.0,87.84,61.11,10.36
181381.0,25.0,0.0,79.88,63.68,24.09
169050.0,23.0,0.0,76.46,51.67,7.61
149057.0,26.0,0.0,78.3,53.19,10.6
145321.0,17.0,0.0,85.15,54.18,12.57
156586.0,13.0,0.0,88.36,57.96,9.37
204028.0,12.0,0.0,89.69,57.36,10.96
202027.0,22.0,0.0,91.94,60.94,7.96
187484.0,21.0,0.0,94.98,64.89,7.76
183140.0,27.0,0.0,96.48,68.65,10.11
167893.0,26.0,0.0,85.35,75.6,15.12
165789.0,25.0,0.0,80.82,63.59,15.95
208467.0,39.0,0.0,85.5,58.84,18.28
215286.0,52.0,0.73,78.51,60.89,15.68
183791.0,52.0,0.27,75.07,61.21,15.97
179730.0,39.0,0.0,79.9,56.84,10.11
179326.0,41.0,0.0,88.97,59.14,16.06
165861.0,38.0,0.0,81.37,67.5,15.57
152859.0,43.0,0.58,84.43,60.82,12.73
180071.0,36.0,0.11,85.64,64.9,12.21
186099.0,30.0,0.28,85.1,63.95,9.01
196258.0,31.0,0.0,86.58,61.18,13.71
199445.0,29.0,0.0,88.25,60.94,9.44
186261.0,31.0,0.0,92.01,63.5,10.04
155666.0,30.0,0.0,98.02,68.95,9.42
